level,title,sha256,md5,max_score,rateave,hardrec,difficulty
★14,Fatal Pulse[breath],b767110b7d588dd75bbd3fe6df141401e35a39eec07686090b89c1e348d81312,3a517c7913157b836a4193c9ecf7bd9c,2854,95.918,17.12,14
★14,Fate/fete(MANIAC+),61a3e41e674b6f399a615ddc6b30d3e1f5d72e505d6c000cef011231d65fba93,e022e596e01ba8e9e743df5ee6dad887,3840,94.655,18.83,17
★14,Flesvelka [Resurrection],ad6c7d73cbfdcd100abcac015f04f5578452170a375243d81e4e76cdb057d9d9,519cc13562c5148c271cb9b13ed8807b,5618,95.4966,17.29,15
★14,G e n g a o z o [29Another],e7ca39372d3fb1ed553228c615320fb5d976d65ce050162a0eabf12c8f273ccc,572a6ddf237229239d411d43b769cff2,6354,96.9979,16.55,11
★14,Galaxy in Toybox[HARDEST],adccaa5cb5714e8e89c16f158275111959cd17369eda25bafc05ccf65494a620,e10f3dbc3b3625b9c65d0c9b7ae61f33,4276,96.8604,16.75,11
★14,Gamegame (bms edit plus+),b83300d2ee060381755956e5e444f21b1d2b6ee5de8c9dd204dd87c77bd75fe4,330913db5edca6306dbd0443e351bb91,4778,97.6298,18.5,12
★14,gradation(MANIAQ),2bbb9c102f268bd34c8be969b954778fe62124f8338a4fba492d36fee491143c,5de3fb61ef2aedb0e66c992273e3bc4e,4458,98.1325,18.45,12
★14,High-Priestess[EXTRA],1d45e1e8fb84687a121af2d577160e8573fa8422324b86fa28bdd04b8c5c7193,b80186ff8eca822332ca318073ff373f,5294,95.5515,19.22,15
★14,INFINITE BEATS [S+J],e3c230443d8f8d1a19454de788fd0aa1ff98e6b0b0c058964d2720360317c5d1,e0a436ecba1af214171f616e9f8a2832,5850,97.594,17.22,12
★14,Last! Least! Regrets!!(GOD),6e06a9e07c0202777ddbcad5f00f32ca676a99befb5c2514418577a526bd6901,59c860dcd1c1012a415412ef6104e447,4952,98.2785,18.57,12
★14,mom [sorry.],27614e2c85e805f67d9e78239564606fbe3537bcd629ee6114a59ece1ce02871,64715e5edf46723e79bed9966ea48176,4160,94.9339,17.46,16
★14,orion ring -IR-,612982b4d089e727bea5a89ede997cc75da6300a0a9ce3675cc1ddd1bb2facd7,63c03104c89aff5951b17b9c13bc02ad,4000,94.675,16.85,17
★14,Platinum[sANOTHER],83d17b4a567a6359c5880e27084ab231f5b564cfc128e9ae435ddb25f4eded91,7d8ef1f3f5593e533d4c1a07466209d9,3518,90.9678,21.81,23
★14,platinum garden -maniac-,873d7bcd39f06e7fa7949f69771f4443c42a153e86d0b1572a24815520b21644,98420b39f7fa7bcce6f3bab3096a7de6,3702,93.5103,17.24,20
★14,SAMBISTA -sarambista?-,27a872e94331656638b38203a5e82b1b6e1b416784e598ad524885c9254dbef8,6610020dbc80d70caec78cf39eb2b4b4,2936,93.5201,18.86,20
★14,The ArcticLight,ea76bc309b24bb1bc4c53232a2be0921b9e7b497d395899617baaa9f19303dde,8d7555c23a8f4e0023d3a787c02202d1,4900,97.801,17.39,11
★14,The Lamia 170 [Requiem],6160cc4b1d1b6d8cd7e1c88eef848727e05848ca29f8bf915e7cbfd697acbc55,d63e121e8d2dceb08e16bc0a6c13e5ef,3874,94.0952,18.87,18
★14,The SunLight [U],9b384433fedde157f15de5ba4b59049642799bef0b2d80af1f9c98e1376460bd,27d747cb8db9a924e0addacb5f70e698,4068,95.0774,18.85,16
★14,Utopiangela (Cartoon Channel 203),6899aac3210c5daa3cfdeaa0ca25a15e197de1a3b0af8046a60ad235691210bd,e8836d17808957fc848ef495ddd1c5db,4744,97.1543,19.29,12
★14,Xecus [Extream],5789f3a43c27facdb28e48180c21dbddf083fb07e07e559fcd511360f5988e48,7682f710c79e4c13fa7daf1a723cb19e,4588,98.823,16.82,10
★14,κανων -φ-,2499b7b0dc9f435fb01823e13d52e6b2e6f162c9cc4107ddfc64b645165063a8,3be5d074019ffdc789c9bac9eb6020d1,4214,93.6284,19.71,19
★14,★SweeT DiscoverY★ (MANIAQ),8985a0871f45417a8f18364515506fe320a31fd97e7b38edd4edc221d4de84cd,b4b53a0f7e1729e2c4c55d7dc97a2a3d,6074,94.4147,21.12,18
★14,ねぇ？メイドさんはみんな忠実だと思う？ [SABOTHER7],175aae4c22b95de5659a644e0cef0977655cd9df71ebbe52bf90c675fea9a4d1,bcb640aa649d12c1ba16cd70f94ff0f8,4904,97.4511,18.23,12
★14,エーデルワイス[HARDEST],12c0cef835d3798d45df335afe3adcf36f9bf4992152401d6487e690719dba62,156a5f42301abfc36b5aadc72176058f,4642,97.8781,16.28,10
★14,メイドと血の懐中時計[BEGINNER-β],82bcdbf280868b8104a448f926306418c13e5910d2c57c5ac0c863179e7d3792,cf21e83f888cfbd8d9af560ecd567aba,6240,93.2332,19.13,20
★14,上海紅茶館 (LUNATIC),2e82f4f86b7571c3a55c38c25358c3f2806f13bbab9bf2f2280c66c7e6ad91f3,77d524e329aec47f2e17aff8517671af,3766,92.2132,18.73,22
★14,堕楽の園 [EXTASIM],6fe6d7c9fddbb1231d7fb34f1e36343edb0bc72c3e7058f1e172f4c82774f1bc,4b347c77f74ff4880673448664d0d1ea,5590,95.6216,18.3,14
★14,幸せなマリアへ -ベアトランスMix-_SPanother_ex,8d76482d9cb070ff11af19a00676166a28ac6a7aa617157322cc26176ed949b0,73aecc2131974a2042895818a0204c1e,4602,94.3992,19.21,18
★14,恋愛シンドローム[yumether],4f38d83a8fc98f47ece729c20ad984462192625c48ff424e84323979d3802cba,2a4b5afb78bcf20c35a81c9bc5fcbae2,4560,97.7631,16.57,10
★14,月童 - Awaking!!神奈 [KANNER],723edd323ee904e00ad738232a942eb4c4752e512e970cc63bf49149384f25f6,f6d533b409874c161a66acaa4a93c2eb,4764,95.8648,18.45,14
★14,爆走中年 ～ENDLESS RUN～ (かっとべ♂マグナム),6e8bb1e0ff6ff730d568a92eaa782f58f5082e03a7a732d56526fbcbe91001ee,9d72051631c4e84912123bffc26a5612,5908,96.3608,18.89,14
★14,紅い月夜に花の乱 [8分咲き],2f899c7522aa92b8ab5e511413b54aa0c6cd6084fddcd515e3517427c7702d96,c50d8ae637210ae9ebfd7decc97b96c3,4306,96.7139,17.96,12
★14,芥川龍之介の河童 ～Candid Friend [NORMAL],0ab9e6646f60b9f69efa6f29ffad2a7ec9ba64e7be75817b84bd7ed87edcde6d,edf573c6f779c9b10d667a6639c34b36,4640,97.5054,17.85,11
★15,compressed eyes -くそみそテクニック-,f67977130e69b6224e87d6cdae6a4ae2fbc412eeeb1aeebe0f3b39f8920515d5,0629bc4e0f848082baa117a2e41bac5c,3850,93.6039,18.42,19
★15,"Developers, Developers, Developers, Developers! [F]",9233cb6f4909ead29c7f818d3e8842e33b4e037b5a25a9b633e36def227553c3,3725d7e92f0afbfbc9d15675e0d08fb2,4800,96.3281,18.79,15
★15,Endless Dream [29Another],472344b4f37e439f6a458203dbd27da0e67784ac5ad2bd1104ad125d70bd180d,3a1930e076a09704969aae374f5745e7,5286,96.3347,18.85,14
★15,Endymion [Selene],e294991492b6c92edaf5889ec2d7fbf0fde62a44b2bd8fbdbe4d9ebad2cf170f,fc15c822e5a44c613117e4368d880ec8,4500,96.0722,18.88,14
★15,Fairytale(Esimolp),d0cf7eb24c43c90661590f33b061abb8e1e2a9e062c101c51be04ac118aae207,a29f9500cebd16cbb8d14b69ace79db1,4300,96.779,18.45,12
★15,Fastraffic [7key EXTREME],d46c309184f5dcfd3c129ca2c2fc160bf40b3ab45e34218c6a41b73f700be8e4,0ba3d77455f46db4ab414e3d37fe82ef,4688,94.0273,21.34,18
★15,Grisaille -Labyrinth-,54e16f228f8e47d91020ccc2db7095e08dbbc0fffc7221c18258276e995b6355,e044300f3f9b8fecf5d1c58038d32da9,5000,95.89,20.75,16
★15,JUNGLEFEVER (Kattobi Remix) [BIOGORILLA7],d50f89eada92372a5666bec153a1917916a9ed2580473a10962cf2d6192be08b,c0c06b8c66d63169d495895b1aeb8215,3974,93.2436,21.11,20
★15,L9 -落とし穴 final edition-,66fb6dc56bb1e9471d1739c43ce7408367fbd1a98ffcb219db12ecded3f4a76c,6cacf6e30a4d2542ffd74a64c9e7ff63,3534,92.2185,21.77,20
★15,Last Selection[MONDE],a166209719faf6d5bb35eac94e38c4420e7787f02be8bdc9bb8abefc1315d565,1cfb987d24073e9ea2391bc39826109c,4626,95.9468,19.31,15
★15,Legend of Seeker[HARDEST],61e7d0f83d309d9758438d0f2a0693a75e54c40865c245762277b2be523493fd,20cfeb60bc8378b3aacc5551f3c46dea,5500,94.7364,18.28,17
★15,Lepontinia -THE LAST PLANET-,7717ea8e919af8589e198d63cb24d9922aa3315788aecf6e2390b74aa665e628,c6db5f8d4d492abcafb59c7ed1653dec,4536,97.4592,18.58,11
★15,LUNASA the Stormcauser [MANIAC7],bdc0bf98338ee043a55fa78507015ee6e49c524344b792b1a65a6d33e65c5ba7,d1181c178f2c0da8f7809e4c179d75b1,5476,96.3432,20.27,15
★15,OAA-γ [HEAVEN],fd60141a00a32e34034299c62178cbb14e60f38a3f97591fd3c53862eceffebd,dcc8b07ed8a8acd6bb1f0402d99f6764,6068,97.2891,18.62,12
★15,Odin[グングニル],3f5c3d5e72c31e30a4fa56d1a7aaf4f2b27c66ebcf3ce927bd29d01ae6b8f98a,8d11a7e457b5a344d03e90f8446d825b,6442,98.7659,18.86,11
★15,"REWD ""B159 mix"" // (kei-unmeasured 7)",be2147ba41158edc86c32707362a0f284f40a960a40edf4070e1d3a4e4149bde,8bbe488e3b119b4b19f8b1a993454ba5,5610,97.5134,19.73,14
★15,"ROTTELER'S HOME ""seven bottakuri edit""",0e01c86aa04ea69abebdc952ace9fb9aa362a327ec08ba9b6f0f9b78337bc568,f325adbfec76efae04f5e3255c7a2a47,5264,94.9848,21.16,18
★15,snowflake -exquisite 2008- another,78d7730a2a1e22eee2245bbe7d65e9fea101439ebd44952dd4b5a7326fa4d62f,3ea487a913e09ffac12b2ccf6609ce5a,2550,96.7745,18.36,12
★15,Time files[EX],525ce80943b733e7359a515f8dfc040f0d5169a6372f557215cf1465fc7332b6,bb4e7f21c8a4378c987094edd682465e,5096,97.3361,21.13,16
★15,Valhalla [EX],25a5b642add7c4667bee7ed8a2603fed23e91099417c5ba9d62028cb03df00a6,b5537e8d828970624afc5028cce24490,6018,95.098,18.99,16
★15,Vantablack {color: #000000;},cc7a2a639c0e9f31fc5016797c79c610ebd55f9656f6f03cd463d01d9f9e9650,e91f27396136e15914c3f9f240f87a30,4800,98.1875,18.02,12
★15,Wizdomiot[ANOTHER],15342d1ce0c38f4f63bdfcd938b1bf7bbae4758dfbb13693feffa72247e8a914,871c6aed53c5dd3ac35686d9a92af4f4,4576,96.1156,18.95,14
★15,ε-δ(FOOLISH),f7973fb3c7234cd69476fa25cdb98a5a06746039b667c938b3466eb4011c3bbd,b8c0c37082328a75e9fe4913933765e2,6000,97.2959,19.18,13
★15,りりくろ！ [Randomize],df2b4633b5789696e3c6f98cc948eb78f7718efb246d882f5e87f592b5bf861d,8615b9ae85fdbf7e7a6738e8e3e1bd45,6754,96.0357,20.96,16
★15,りりりくろ！！ [Abusive],78c1a48cdb7d72c24359481a28022dcfbead5eed1bb0cf0e2d637fad749c37a2,34477cc17921837cb65f5bff8d53f55c,6666,93.6806,20.87,19
★15,ハイパーミラクルシューティングスター,85b2cf2159db9b80a305d733b5bc3fbd282be102ce8b64cb776db9013d670cc3,1dee7ea1515cbe492784b7c17905781a,5430,97.5092,18.52,13
★15,事象の地平 [事件の展開],a18bc03c408e6873a6aeda58410c6ce23774d3146d18e665a5e2e2b6c8230afa,db8f91be3b179ad2e438eedaff42eab5,4444,96.1521,20.09,15
★15,先天性エゴサ依存症候群 [Hide],37b5d49ab3e9155039e5fe8a3438f15eef1367fa98b6e1c1148359aa83b13343,40673cc8ea628a9452f6ae9ac74d5817,3578,96.3807,18.74,14
★15,夏影-summer lights- [HI-Speed Edition],47f08c853d619b3590903dab02fd4a8aa533ad40cfd79ec062d6de454678e2e9,ea27d81ea58cebf75f1651453e88020b,6318,98.3578,18.75,12
★15,天 [J],233e04e0b3341480419c7ba30f14a78385a30e25b29ef3514ed5d3632950b676,fa4e19c120e761db731050a93802423e,4888,98.2201,18.09,10
★15,天空の城ヴェリエル [RUSH],0730365fc39d27c260f29c41a47c88aa468126de04428449000b57c8dc890fca,ef950ae2fefba3c6c4c2055ccf648189,4164,96.1095,18.25,14
★15,幽雅に咲かせ、墨染の桜[NORMAL],950db3077ba5bede2c14018a98d4766cdac9a5090b3205fdd98bbb635ff56575,aedfc54784966df1aff27da8283b10e1,5222,90.4778,22.51,22
★15,星の器～STAR OF ANDROMEDA [ALITHER],c541dd6d863a4b06d8a79a93fcbad4fdb958a9a79e92f0cae2e627faf0933da3,fd3f8c99bd2a261f56f18dc8da650a79,6000,96.4625,19.82,15
★15,東の国のFLYING PAPARAZZI！-Lunatic+-,423772ed818fb261e57f181cfd1d910c085fbf126b0febf0295cc496811f3493,c3d1bf284c23922a44de7469f24a103b,5112,98.7236,18.28,11
★15,紫陽花の忘れ物[Poison],645651f0ce7820b8fd04b09faa2642ee31ff799d139f46e02207916358230b74,399a47fe7344d3fd68e3ad8e42de38fb,4136,94.8864,19.93,17
★16,5.1.1(ReMix)[GoD],617a561c70ec553d7dbb7d632581d06d737101a529af77b88a99c64a83de0f31,c0a8230dead189fbb9cd3082024d1693,4888,96.026,20.51,16
★16,A c i - L - G O D,05885c8b492188d1ea0b71a32f9299a06b8f4e6611fa4de7ff99c165f32cc960,dd99972264eeab7e4cd22d9a64ccb569,6954,98.2816,21.08,14
★16,Aragami [天沼矛],4e1ef30c5c28a03108333151be986b5d8679733b48143038855bf8d649da6bcf,66541c1cd7bdb9b51c606441e0512c77,3872,94.7895,20.13,17
★16,Bicolor Spirit [BLACK or WHITE?],b32dbb79b10ff9a7fbbec1c70aacae60f40469590a4f5f3cf64fae28a28c90d0,6536ce1fec383b45c83e312b96cf39e2,4488,94.4686,20.4,17
★16,Born [29Another],0c5878d3b2c928113e9746ec43a043a9b809c30800e651f3afb45df95dbdd486,0077fe17f69a9db8922c16ac00df960f,3764,94.0622,21.04,20
★16,Creamy Sky [BRIGHT],57105bbc968ca49c6e7febfa6d454c1162ffe9f52d363b11a805b9c811fe754d,373ececc37a2931c34a3dfc0f254055a,4000,98.2937,18.49,12
★16,flowers,78c1d32917eb31d0fcb96a8acc9b4c117162b62c76dd5dd2fdef28a6abe18f14,529f43fc9b5affb1cf9fd94562ed6dca,3690,95.8063,21.43,17
★16,furioso melodia [yumether],79065de949bf103d461589462cf139a5813338ec0a2c187f75b6671f94f621b2,fd493e9ff008dc10636a55dc4f2a0814,4980,97.0231,18.02,12
★16,going on -spring wind- [29Another],35afda0f736a84943e7a8210af245af0e896bd4cf48553e4cea24d2d9a764477,b22f2d866ff6e8f62b7b95e9b7fa3a9e,5098,94.9539,18.91,16
★16,IKAROS [ODYSSEA],1a50346964e7433f0192999c282128196f8ecc25208cd77116053e62f056a459,f96cf3af3d9356407bff483d27f4aecc,4900,98.1225,18.57,11
★16,KRAKEN [Clover],0fadcde66dcac2eb5be93a1c39324987b38dc4ae75c842970d8db1f94e3ff1e9,fa9f75006aa50c4aae5d9d2edf3ee0b6,5048,99.4553,17.38,9
★16,Ophelia[HARDEST],fc08452f725cd4244e2251f3dcc21c9c3298e1241acc759f820bebf593839ab0,f625a63c71b41860e1ff302f515700cd,5222,98.4967,17.96,11
★16,Quark [MANIAC],85ee1f184ec88ddff65d71fead87ed89df1cd0d07ab835744ec23746643dabd7,ef32549669f88e996be7f8c1b0ab8f29,4476,96.5874,20.09,15
★16,Quickening 2 the RED -Sephirothic-,3321b08473a31ef88b83af2822c16c1741cfb9e5ab17b7bd8e002a147dc26b0c,05eda314989c59f315fe8f2ff2d6c7e9,5262,96.8168,19.09,13
★16,Sicilian Kiss (dead end mix),4ae7bba3e5fada70d4d8f1624d7e12a530d0aa2b3e539686f1bfd3e8ddf1813c,d8a410196477a39ec1a17027aa87ab98,4740,97.1361,19.06,13
★16,TYR [Quartet],d80c1d2f1eca67337bf0e04d8b7e0c6814006f5361a6ef7b9d4b5849f13f732a,94c095ab3e44cf6ce8525dbf87c0a710,4960,97.5555,19.08,12
★16,undefined [EX],47e15fb2b316bd3c49bc61c2383dee75b5122df3664b4f6bf8748f97d047d66a,fad70a1508646c1f5a0288c239b60e63,4376,96.2294,18.86,14
★16,Wasabi 暴君,5c98ae96783ae08cc83c54f5d2ccc3ec950c4de34e0dd6c6fcfeacc0b668849b,7daaca32e180511339b61faaa5abb263,4304,94.2669,19.75,18
★16,Welcome To The Electronic World!![SGVsbG8sIHdvcmxkIQ==],cf4dd451497ccea2b60aa61d2b82f10a21cc1ea85ad3ab261c01a9d0da60f2e1,9747e0270b7e1c2e9ce87e3fd2e0c658,4092,92.968,20.35,20
★16,Yakumo >>JOINT STRUGGLE-隙間-,08aba448e9bcb83b5a959347cf74240d89ffcc352bc8fed4e3f82279fa7003fe,bcf7607db2955c8979b54a0981b5eeb6,5640,97.8812,18.61,12
★16,Z -Another7-,87baccc9cb228148247adbc08939bd8ad422437fe322283d99b0e3683dcecb22,68c933470782872985fcd2d7fdf09d86,4000,94.5375,21.27,18
★16,うみいろ、そらいろ。 -nonsensical-,9ccd0bf8d3aedf1aeeb3d70a69b0f6eb738f1b1bf8afbc3f40149ff82a5e03c4,190ae975f493b9e24fe9fa13fa09fd79,4444,96.2421,19.81,15
★16,わがままプリンセス [禁じられた遊び],8bb6d410da7872dffa01bbf81ae90ff2cacf148c5f76a87ac621c280c17be54c,f20dc5807c166dd897eed5b4267a55db,6000,98.1917,19.35,12
★16,チョウの標本 [Maniac7],8a89adf5298f693cf20249253f435f8462a7877a2bdab5c43dd158f16578fda8,2e1c5ef56b7e8ac5c441af17be37a15e,4062,94.0547,20.36,18
★16,人形裁判 ～ 人の形弄びし少女 -3rd stage-,16c6b1c116c5c57876b96e5b1ac132b4c5a90540261cfc0f0563d13e3b2e51a9,b2093fa35adf39b59d18428d2e322f7d,6884,94.0914,21.06,18
★16,兎は舞い降りた[HARD],87e7b9bf5a8d4a977ce91ca629c82bec31a5899e1da30830dda4e24e3680be54,eee414d4940507fcff251d2cad606adc,4444,94.8695,18.58,16
★16,夢人形 -SP MANIAC-,2668db715b0347dee9be82ba0174f117089b89a1298383853e99daf255bd5791,1f0b2945575d8f1194ff36a67ba3cc2e,4944,94.7108,20.89,18
★16,幸なる旋律-the solitary melody- -福音-,b0e5434a9b9a439283a6bcab2915a10003d323a99f9adf0dd6dfe5993c26a79e,440e9ecc35dae241a12310b3c478eba5,4836,95.3371,19.69,16
★16,撃墜-HELL AIR FORCE- [yumether],7cf6c692ea55d46cd2411d1104ffa597e6ad6cb359ea46006b2f76c32ae1723f,84657561030b58a419167bd3445483df,4542,98.1561,19.56,12
★16,日溜りの街－あ！－(EXTREME),bafdc48ace2da3058fc132f177bc6a5b922327a45d06f427f831d9c47dfd0d4b,3f3bed485c074401ef4bcfb6781786ee,4364,97.2331,20.45,15
★16,特効薬はカニピラフ (顰蹙),c3cfcd6395a06e451d29cc073b2b41cfd271c577641d8e6a628520ba9ddc0c81,fd818c7e0c9226aea6c3bfdf163cba74,4838,93.9593,20.27,19
★17,Ancient Memory(Phantasm),83fed0bd9cb897ccd69a5aa1dac0fd0aa911f60f5a341241ade3937cfc92fcb2,1bce717724c9eac32ffbf53b42164cc3,6296,96.0292,21.47,17
★17,Empress of Raizze [QUANDARY7],3c68d5660ddbdc772d47af39ffbbf0c7786bd7fe7f245864c2323d59ed07868e,a429465495dd151bf6afc4e4372075f9,4844,92.9139,21.5,20
★17,Ereshkigal(FOOLISH),7205fcaad20b602cd0e26f66c83324eb327d7aefca5a88714849f6d96822b3df,dab5146a185e036cb1514b71edf1032a,5632,95.5256,21.22,17
★17,Extreme Z4 (Aggressive HC mix) [yumether],91ae3ddc8cc50f99b92487ed11bfb4f8f5fea3aab2b13da7ecbed4077fbbc130,5239e86c268691b0c82a507adbdcc916,5560,94.8021,21.6,19
★17,FREEDOM DiVE [GALAXY],a225f14c1504dd179f4381f62f936f41318770b8cb576a6079fe93ddb8cc3cb5,dae5aafc422dc625e602349b2b9cfa26,5658,95.2147,21.82,18
★17,G.N. [H],ad43bbd4c19fd1e6a2c5b1d114648eb2eb6dccf76d65a0c827a5221c2b5ea4e8,43fc3e48f4accb2b1e5d265b554b0b55,4598,90.6373,21.31,23
★17,gazer [MANIAQ],195fe1be5c3e74fccd04dc426e05f8a9cfa8a1059c339d0a23e99f63661f0b7d,38616b85332037cc12924f2ae2840262,4512,99.734,19.17,9
★17,Imperishable Night 2006 for D,293db9cda1674de6627d376a9013506d36108df6219de459162e72e020aef61c,c6599ae9e57756c33d031b4f622324c8,4240,94.1392,21.54,20
★17,Inherited World [INSANE],54e031e4a94cd97449e288817e15fc45296f415e1b5f4391dcd06a74d1555d43,a4b59ca055a856b9a200ccfd1bf5c7bc,4726,94.0806,21.17,18
★17,kyrka [MANIAC],ac813626d29f80014aaeb4cb632f7ec7d0d126e298186d3d05a8ba07411f3742,0a4a1c8f3573336b246e0fa0827ded8c,2654,97.4095,18.74,12
★17,la noche (MANIAQ),956ee5a921717b37a6b44b0891ab86ebc90077030378d576dd9ca2c568727240,fed9367fc6e365a1c50d3d9a46a7af8b,6210,92.971,21.36,20
★17,LivedaM(death),d3e193d4bce5c37262962972ff59fb123300622d2fc4a9dfc4acd69a792c2489,440268f63730a34510f8356194a9ff95,3816,94.0448,21.93,19
★17,Meaning of Existence [OVERHEAT],556a16588701ac8e286d5bbad84ac55ded1525e064045ce2dbcff80092032345,0216b6514a1648c25f0cfc5eb8f83974,4870,99.2403,20.25,11
★17,NO NIGHT MORE SOUL! [HARDEST],0cc73c7d541e53398d3c8b04b3734c37633278be6eda370a00bcacfe1eb9c0cb,9672a8604e4072221ed4f100eb5010f6,5180,97.1139,19.06,13
★17,Planisphere [ANOTHER+],c8f04924ef6dcdf8b1bbd6a57fc3033144db144c8cb502d6eb2d272a7a632ba3,2a45cbc3033ad88509070c8fb036b7ec,4574,95.9936,20.7,17
★17,Poppin' Shower -sugarless-,72a8d0540d3efd0785f7fc7be2f9bdadb303fb5f497d1a2bd9f2d2c2fb4ed705,6de6909c19156221d729b5e965c5cc2a,4290,96.4569,20.42,16
★17,pumpkin man [>w<],70ff4791b6040d10fdce9a8d927d9b49479f40809e0c54b8a3b0f70e5faa860d,f1f3a63e62cb5449bcc88578641d0f8a,4512,92.4535,21.41,21
★17,SIREN OF DAWN(MANIAC),924b8fc27143dacbe031e5252ae20806633041bb028f8b6353aa8029cae3eee7,a858d25a61e0dd52e1eeffa2de902745,4800,97.1198,18.91,13
★17,SPARKLiNG F!ZZ [カシスオレンジ],5210a64cf8c19712ac623d5c0e163e6f1c8abf7c849e9c7390e3d9d9124628dc,e6b0aca90817a382bce13690d2e40baf,5154,96.8423,20.11,14
★17,The Destructive Genesis -ALITHER-,a736a6b9263bb0f6b6aef9d65618c4620d0704ca79ae4857c441333119602e14,96fb7813b3d3d9269adecf9e7d87b1d5,5740,96.5593,21.09,16
★17,We are the xxxx,08df23052729bd8234a0422db4b370984b970ad54b7b2474448e1de43972f2a3,a0f48e96286e0ce275a33fd8cb851ff0,5528,96.1469,21.07,16
★17,Xecus - X -,a03ea32d7c11184668e8e9e7c80cb9b14c1eaf71ea0cdd8e5d0a6e60c55fc4d1,04245f5649e814c54aa4e346abf1c28f,4690,98.694,18.86,12
★17,おジャ魔女でBANBAN！(Pop-mix) -Airther-,126e1def75d98f57ee3bc67d6949713c08c84543356ec5d45878630d444c5f13,9efba4a1444973a7725ae17eae73117e,4270,94.6546,21.6,18
★17,アズール <鬼畜>,bccb606a76fe29e0b300e9721f056ab664b8d400fd1b86fc5a21e5edffa06274,447be683f70017208372079fe55ef5e5,3320,93.9006,21.72,19
★17,パネルでポン/フレアのテーマ[皿],80c62c4b63a9cdb1f9ed1e280ff080a3259067cab982a1934747bd044c9e7327,76eb97720c7f088c2155af00064ac9cf,2644,89.6369,21.43,24
★17,亡き皇女の為のセプテット [NORMAL],24c6fc517c5ecdbcd64d8c4c1cd58043e5018c36e83a152adaf68f939ab9b26b,f274a8188cfce92ebefc017c2b0adaa7,5318,92.9485,19.76,20
★17,恋わずらい -shiny party floor- GOD,4f48b3ad50cffb9dc337830a8afc777083e9974ac31a6e5aff1dc0e92f545964,fc33c6c10969eaba828fbe60b22dfc14,4784,94.5391,21.35,18
★17,白山比咩神(FOOLISH),6e046427b31d13d972bcc275de9f7ff0068dbf189c039969daf114c8f46a8eb5,c20a16bb6566eeb196ac3dccb4c724a0,5044,94.4934,21.26,18
★17,白狼,c585bdc21031e518fc31cb569936a2e4332e7b31f33bec27301f3a22841e7cd2,1b31792e9973e17dd04cda316641ad4b,4570,93.3753,21.26,20
★17,絶対チェックメイト領域 -LiALIZE-,3f91dea8028df007c4838aa88ae051d11248d97dad58090bf5803cd54351d67b,727e7bb8906a76963114e9fa0b7521e5,4386,96.8422,18.78,12
★18,* Crow Solace * [85%],fe90258244f375c7b0bcede4cf2ee4f1d3016578fa1870faeefb3a2a3266ca11,cebe3d7dc0aacf4245342adf9f8a5b06,5052,93.5323,21.74,19
★18,Amphisbaena [Fallen Heavens],0291bda13fa34b4b1dc8e66d2206f694eecfd0d4222a72bb9a0f80e5496f811d,0881e7b2985d4e4ed347a6be5a05cc94,4690,95.1439,21.41,18
★18,Angel dust [7key//Maniac+],f8c924bb39a1e9beeef4a9b7a6aad15c3dc65df8744fbd8de8d861ab86687055,1313e416eee6c07dfbc4e69d895d5bd1,5860,96.1348,19.74,15
★18,Astish Carmine -EX-,6fa55555a7a44eee404dc437ab57dcc4814bfdee2c686e12b9520186c40e48aa,81d024c13fed9c35362435f58c9e57d5,3970,92.8715,21.55,20
★18,ATHAZA[INSANE],9cbe3e546d41c2f69ea0d149bf9ca4a0a7794654e7db5e58485004593eb16a0f,c4134c29746e1ece168159ba4ae88d45,6228,93.3727,21.28,20
★18,AutumnBreeze for Expert,630f54766bf2976257f388e590d7f9052dbd3719dc49f896c702559b7342aaf9,755c4087937b7223c31cd17cedfce788,3680,90.8016,21.46,23
★18,dimension block ＾＾,aa584d177627ef4ab7c3271b11c472f1584ef70495e1f9602c786d0b076457f9,46f0cc113e03fbd500769087fe94bcdc,4664,92.7959,21.93,20
★18,Dreadnought [Fragarach],b96e6ca0dbf2e528ef4433ddbf9c4af035176d8041d6a14adc38a1783c020cc0,67a76e7d26f3c3ea99fdc6f912f83021,4568,94.3794,21.18,18
★18,Endeavor -ALITHER-,1ffea9c661dc47d2f2e1a66ae34ba4dec0eeaabb34b4740642d60516538166d1,a85c71bfb5fb0b443b68fb66cf2d1368,5000,95.62,21.57,18
★18,GOODTEK [SA],9973a454167b84d7ee61751c8deb6adb3eacb416caecb692e02da5d6035714c2,a349367da4bf5f5c7c03095acf61e762,4538,97.7799,20.84,14
★18,Kreuz [Jesus†Christus],77ae41368a2adb8e765dde31c47470d053ce183db4975821cb489a9fea5ab6c1,eefef4918e837ceaacba873c5214b807,4980,96.3253,21.63,16
★18,macaron (Amaretti+),9ca1aa86064ca2b70c36fda7d86667c7d6081012934d5c3cba9e28dc89220e1e,7f41c24b1b0cc3e8b2916cbf1d06cf96,3248,95.1432,21.53,18
★18,Magus Logos [HARD],f2bcc38dcdeb05c338786052219f067c9037146aef5720951ea86dd99126786d,ce8daddb4ec773e9e2d1d8a20de18ea0,4350,92.4425,21.47,21
★18,Retroactive Rain(MANIAC),a91c5ffdd9bde3173b4fa1b51bc794f7315d05a0e78ac55eed47b0cd1dcc1d72,b3d931a4d7772ed7ce84c0c9209e6988,4732,93.676,21.42,19
