level,title,sha256,md5,max_score,rateave,hardrec,difficulty
★18,shooting_moon(*R*),77ea5f5622ad7e8c57d22f49627cd824a3188395b49d57c2e6bccb00f601e2b3,606b173bea30e4258c4d465468ea2f91,5452,97.1616,21.02,15
★18,Showguts (吉凶相交),a22166bcd68246d27937e2999e5f20dd91bbe0f3861a8c25be7143b04beaf5e3,d7b6fffc45e0f7e4177774da6ba8812e,4210,93.4263,21.86,20
★18,SUPERNOVA -vaca-,25906bb43c7f7f684936f2f80839c12b0744c524f6ed45e652ef9e347c7f1c2e,8a602e66b159a4095dca17a4cf9a774d,5704,94.9904,21.78,18
★18,Tsukuyomi [INSANE7],b98466300c8e25e5a4eb166e63a6a658306ad493d003f4a03c293fa3b8f7a32a,56036e42ce9b47a0cf5c1db0d5711ed5,4808,95.9807,21.39,16
★18,volcanic,7e7b8db45096b482ba75e8c1294ca181558ccc17e5eae756eac4cc17f560e91d,d1857c880459078f3b7d6523795f40ba,7140,94.7199,22.99,19
★18,Whiteout[&],09314fb9ecf4b7aee7bf4d737c4171cae6f492ded9e9f646a6fbbc2bec6adb40,5ee2810a0e818128c41b9385f09deb64,5200,97.0529,20.33,15
★18,オトゲラヴ！ -発狂END-,0f7dd4993117f1284b3b9c43be2ca971961b5a0b3dfa4f3337f9011853e07396,00b7d72f7ecd3d4f0af4ebdc0ee69f61,5100,93.5981,21.38,19
★18,スプラッシュコード－０６ [MANIAC7],0350e16e375da90611a1755576a9370660a10dc93427b9032c541c84a39f653d,b71a5bb44c2d1d20fd90a6b318e54d7d,4314,90.3975,23.1,23
★18,冥界帰航 -ALITHER-,0edc4edd585728bf3c8d9e7269abb9202e8dc21504473b561faa931e2c31e4c8,63947bce9af12ca7f84492b20ca21928,5626,94.5654,21.96,20
★18,午後のこいしちゃん [Philosophy7],b38aaf179511caa1a71b0131067ec0adb8f1729158a667aafb0ef7bb73593cbb,9ce56cd8806895c676a002022b6ae325,5028,97.1907,20.09,14
★18,図書室のエルザ [FOX],f05580f31b0d35b62d6afb03c56eb041b83e39df04cc65563edfcbd23721a61d,b89279d026c9d40d0f5eedde2e25b920,5074,98.8323,19.4,12
★18,東の国のFLYING PAPARAZZI！-IR-,8da551e6576d68aa7e6117838f058e1d439cbafa28ba52784504c6b95add9067,7dadc443b149a5f33d8e595dd94b66ec,5258,93.876,21.96,19
★18,真・千年女王 [yumether],ebb1a5a475a367bb3d97651c5ff6c05258f70a645daeb998c2d969253e5cffe0,17ee7a35750c8e1b1bdfe3a7ca3a3119,6000,99.2708,20.68,13
★18,約束 -HappyHyperStarmiX- (MANIAQ),7ebfd2c0a4ba3dc9b2c9094e79ad4b034a003df5da4dc3f8151e88373dbda025,170f6aa0d03bc4f71af077765ada7a79,6770,99.0325,20.08,11
★18,遠い春を告げるあの娘の足音 [feather],cf9a0cacd125006bd4497b0e61efb7817289f04be48818d3a1fac2a01140a6dc,7407cb35f4c26b588afa27263e08ab4c,6000,98.0417,20.52,13
★19,Blue-White Crazybits[ANOTHER],30a066dfb8cc8adfc9a4fcc20f768413257b88309e06e7219148fcc7a3b46a8d,e50bf68931ecd7ee278a4fd393ce335f,4118,96.4971,18.88,13
★19,conflict[INFELNO],035ab85a5db6adf4c94305c182c400b4ff389325f0683586ae6230285e0175f6,e5b14c4dcd1df58a047ba33caa88663a,5912,96.9554,19.41,13
★19,Dandelion Sparkle!! -ふわふわ-,745188ac984ff7e07cd484529d679a147f7e1d7a4ac4a978f7eb8d0433b50778,ff2d2ffa4ae22da44b8cc3f20597a899,4816,96.6466,21.64,16
★19,electric butterfly [yumether],d777bd0d75d724c06f94dd14ffb4b37cb7882c022a7c92be38d76f4c4dbf9423,2ac598184092702e891cdaa48b92dd76,6196,97.6154,21.28,15
★19,End Time -to the death-,4ceddecae27b43e32931818e84fcceb263685e4d9eed2a151d27bc52111d4cb0,80faa68c6b45064cb27d5c018eabd7e5,3878,90.5557,24.02,23
★19,ephemera(FOOLISH),559f873a79dca0ce522b6e81ccbd21932bcb269c2bc27022fe3a3fb22c843cfc,51b176e4ad7c9d3287562196c1728163,6190,95.0121,21.78,18
★19,Evangelize (Radio Edit) (SP FRIDAY),5fe19eed5031711179b6f384f3401e781542ff8827a89373952d0db6cdcfa0ee,eb961de5b7703657a08fe2dce340e5d6,5400,97.4074,20.61,15
★19,EXILE[EX],db3470212d6317ba86ca8bc4f3ccf5defee884481f374659fbbbce37e4c4e7a6,75403397d59c78d161429749143aa1f1,6774,98.2691,21.66,15
★19,FIONA [Hi],2442773f59fafc33d1d06d33492605eb15d0ed3c949e22b555d5bfc05645eb1b,1cf2e138abd7199d6e4656447cfaed6c,4432,91.3696,21.99,22
★19,FUXXING YOUR BRAIN -Mind Blast-,c676804a80dff450193c48d712f0e572a22411fecec30a6493d3640e6d8722ad,8e0df85dbf59c4753346f1582e2d4422,4742,95.1761,21.93,18
★19,gravitronicⅢ,12cb095a4ba4114a689400549a69c00534b33911355880662bd4c1c22ce41300,07d4bc6e005f54ac44273be6d9ed4db9,4616,91.302,23.09,22
★19,H.S : Hadron Strike,20c584e011c952748b5a2606bb020756bc161be2426052e997ec185fa4794345,359971d044a0ef29c23761c164639474,5588,95.1011,21.26,18
★19,Heterochromia Iridis[HARDEST],3c93220f5f80a3c043649a8a74445bc70ce9cb47ace0e5f8e4a4d4c5aea7dd64,61fa18d36c0dd7d6814afe919583d32e,5238,93.256,21.76,20
★19,Hypertext Transfer Protocol (SP WOONATHER),39307e8050b59c90e2f1734737137e878079a90009c14370f0bdd399f0862b05,273965c4669994761c71c0da25a49c6f,5160,95.9738,21.87,17
★19,Lemuria [Tyrfing],16d3388c6454fb82a5ca3cf3989632fc93f8597350334b5878db12a7594a9116,f0feb9654ae044c0e95ebf68e2497c2e,5400,95.0833,21.64,18
★19,N - flat waves -,103f02f86f6c5e9a0997633529ee0653afa63324663bece137863d87b232cccd,6c644aaed98dc9db307d96c7196dbb8d,4570,92.4289,21.98,21
★19,P.S : Plasma Strike - GOD -,ccfc2de5091af5b9ddd06f6adfc46dada7ce85a81110bc6e57d75224babfc9c3,8e20dae62b996364951d3415124e0097,5720,94.7771,21.39,18
★19,resta del tramonto,4a9261749df3a7c0fafdbc3acca22e2eacc5004f72ef2e1d6d7687d9058a925b,c8aea3721acb931e5864268957b2e99b,4946,91.5285,21.84,21
★19,Satori ～3rd EyEs -EXTRA-,e5a6b15cdba1643f7cd11b98f2a04e0bfe62447100f35df675a02b30689e78da,901c5435b3a1a3bee3d078f265ed3d48,6620,94.3655,22.62,20
★19,subconsciousness -KILL-,d71ebd401de4d10437fa2a166a35c19e8c0d0ee7cc9f6d321597ccdb1f17b848,556ed0c159434dd1e7a252086482cfd2,5428,99.3644,20.13,10
★19,sunlit power stone [kusofumen],03dc0a183af863a7d3217908754e4813742ff19f2cb919dc62de599a9a2549c9,975aa8007474cf60bdfc933ccfc3583c,5380,94.6283,21.36,18
★19,U.N.Owen ～戯れしは狂妹か？～[abolish19],21c86f52772de45cd54432bd6b71aef550184afad8a9935626b5db82b0319e91,c31dc2e5b82a97de64cbee84aa67aae2,5336,94.0592,22.43,19
★19,VALLISTA [Rhodes7],cd6c4ae38282f2a701a56610e7d12957072335834a01805bfcb4e5c271ce6b17,8ae06bf384dbe6956b1fc76c071ff86f,4058,94.6649,22.25,19
★19,Wild Clown(7key-SA),8027ad849483261308d78fabb9ab96acf8ef72d9014c96907f48391d3120c3a4,a5b860b3c6683f79e34c5216f5972f62,4618,90.759,22.47,23
★19,☆ twinklesky ☆ _16 MANIAQ,9bc5bca506374a353daf44ea69d99c75c37341643f9bfa2457f2d42ea38115ad,f8800566cd2b16c59505142b27af19d7,5406,93.9465,22.58,20
★19,おにコア [如月],2abe42917c685d15b34d0bd503bed0424b314acc00f385d7543e5448f37fe775,1feb50f44a553fb7bec345e2667ecd86,7018,96.9543,22.28,15
★19,ピアノ観賞曲欠番「神姫」(KF),304452ca59e98b957f9b33bebb3afe7d99de86533a0e502df153abf34fa6accc,7425d0438386e37b36ebede78937ddf6,3448,89.1024,24.06,24
★19,千年女王[ANOTHER],b496fc2f47660f5d397592c17257081ee19ef1d7cad062d1ae09b05adfe3bd1f,5779e87603853ae56eb37452be6668c7,4690,93.4008,22.22,20
★19,奏龍ピアソラ [T.Instinct],5c9dfaa7ea159b78ec16e1eaf1b7af3a7cbc1e898c74f6bf605f5f312b1d5fdf,119eea569c407f1b4539c3881738e40f,4024,98.5711,21.05,13
★19,妖晶零弐 -ω-,6dacb41f7bb94bdc23af43c67f2ef7815c66665268c440606b54959137a06c86,95318da6f5d2ce244a6fb19c8da1588f,4228,96.7656,21.43,15
★19,桜花撩乱 [Monsther+],93b160ee470f5b05be295711c81bbda89fef0f847193452b3d22bb17b369ea89,77b45d176466eeae4048f6ed29719a49,4014,95.8084,21.13,16
★19,点、線、面、立体 多胞体,a03f683d9addf858e64848e5570bbec858d77a6baa608de2e6160903929657fa,38d58d8b3783fdb66dbafd8405954e8d,4482,98.0422,21.19,14
★19,白の魔法の光 -magiclight7-,d13834d070d259d66cdc4061bd7585421b7c7c97ad2cb265605159d4a18bb1e2,57d10637d8bf9da1240060af6bd38c9d,5164,97.0275,21.95,16
★19,稲田姫様に叱られるから (BEGINNER),f10594c8887b8183a489f420f9def6159a27588be8cdb9ae109f70f13aa52f16,95123d2e1b32efca74c78d718c044bc7,4084,93.4806,22.05,20
★19,紅染十三番街道,0ad2e6fc9d46a40704ee92d448e3cc2a0ace1f5ec00f5236e3fbbb5260e5e2af,4c066e76059a6a4a0a7b34c788b9bd78,3656,92.7038,23.44,21
★19,"織姫(Independent from God, Everlasting love remix)[VEGA]",74b9f7286d1ba91698fc0c525c670af1270e969121afef19933ae1760ebe025b,7016b1dea6ac08bc60783d23d4f099a4,5242,97.5773,21.41,14
★20,aballava (Clover?),6f5d2d76c4f3ba8a547ec9aa0529f9fc854816c992767d8a6ab9224d1a06a31e,64fcd7f0c47f0edc6e22a8b712c7f9f2,4212,93.4235,21.9,20
★20,Air -GOD-,d63e801eb3779633285fc22d2e37a64c8d2768241c13c5ce4b7dd0ac53b16bc6,751738dea1169c5c39db935adfc9e85f,6828,98.5134,21.4,15
★20,banana man [HIMUTHER],c8681ae34709e3962287e38d8e59c2972f05c18c3c5419811d10af69ff666d00,732abafcb87ac588b64a9be39c6deb5c,5498,89.7917,23.44,24
★20,Blacksphere[Black Hole],32fb74d71934be5ee83717bb2c10630663ca8e267de909bbdd5c9bf9451eecdf,7241b09fbbc77e0e515aa65f245f95ab,4800,91.8229,23.38,22
★20,CHRISTMAS EVE [Another+],71a4e05085e10f0de52ffdba794596ad4bbb30e3e73ff1a47504c77a48598ea9,228feb06a9a2d781624a041d52ae1507,4548,92.7605,22.81,20
★20,Cold Breath (Another++),e4c111dcfb15efd04ff983a22456a87c3faac0c3cfcf55272cdbe9a8f9e04625,1728928d4d010b0c1ba0e21130a854a3,4710,96.0934,22.37,17
★20,Complex path(bms edit -madness-),dd2b97727757b4b32320ee63a455ba535a2a19ecec92e08a3d6545211b2f642e,393721d8ae30bf1c212e8126dadc03c3,3838,91.6298,23.08,22
★20,ERIS [BIFROST],8a317ec1d22253cfa6a197bc2548ce212134471b7e5551859001e307573b5a5f,425b14fc43db24a16f44380f4a06a3a5,4582,94.6257,23.17,19
★20,hypocrite,984c70e0ecf952e997b7466b238b45c475125fd9b0b8067db65f2b0b407e47f1,ff5d7235ba643bc85b804a3df2778590,5842,96.3411,23.02,17
★20,L9DM [FUC],4da0b1aa76483edd4e2bfc8a74706b6bbaf5dd9be9cd6b3f265dfcaf59226a50,28788156857a8fc75da04b797587c256,3910,93.8747,23.74,21
★20,Lamir(KF7),e84e3f6be08e113d6d8453173d39f2f2378f2e0caf92cfe09d3664695da8fc87,2338ea893bf8c9c3d3304c862615adc6,5008,96.0064,22.18,17
★20,Lewisia,798e24807642398c9912051c2771c4cb0fa25e5858c24585714ab503b220c28e,eeec3f7659ee455f94e40a1f12645e4e,4610,98.4707,20.92,13
★20,LOVE☆BEAM (orange summer mix) -ALITHER-,c1cd8dccab8bbff0bd4b4379f0963ea3e5806448f9a9bb480c249f5ef8c414e4,8b50e8be86f1c741810610a2e4e619ba,5396,98.3182,21.83,15
★20,Messier 333(EX7),b98ee2714e5efb857cbdb0f424dc44fbf3ad9cdbd624f7a2416898d20cae3729,2e1cc5e6bb96bff8a92f2defce49e70a,7032,95.2965,22.71,20
★20,MirroR -Miracle version-,b7dafaec0189b79c5c2fc511dede1cde6648b65b0974f88ab63f3491f6cc8119,14e6967d1ebe85eb26cadb7fafa1e23e,3810,91.273,22.91,22
★20,Ophelia[INFELNO],cda2f3ff3b6f39b7096dc1b250c6262ba26fb80c88c2a671c3e9612f3718dffe,96641e3e89ca6c61b1882ebf04ab4ad1,5998,98.141,21.82,15
★20,Rewinding Sound Wave -sugarless-,51f8de1d521817901f634371bee2db32cb8785647e71fae57836ad09a4e3141f,bcd078c49adee918e2cc2260f912be19,5344,95.3359,22.18,18
★20,Ruins Ray(KF),ae2f1d04dbf61de27f54123351a67ee3b0c9c9811de48755fa69ed30239478dc,9704b46a300f0a22678dc2e82d91820a,3386,95.7841,21.69,17
★20,Ruriko FINAL (LUNATIC),5cde54722378e84004878d47cdc959461d10f220b408989ba49f5ffef0f5bd68,ac10def001390f4a64ce4ec477babee8,6532,92.6362,22.3,21
★20,Yakumo >>JOINT STRUGGLE -EXTRA-,5e30fe370999ecd68ae27a70c4c0680121c022d448a2464a8d749a3452206033,c4ca195acf56e5086bf1f2608af5ac35,6640,96.2876,22.35,17
★20,あなた -EX-,8f9574fd3f3ff36e6f4a78c2d00e32ffb1bf9b6fb29ef482a16731c40306d071,964f90e176afbe94daf736499f052e88,6868,93.4115,22.42,20
★20,ひつぎとふたご [7KEY/LUNATIC],34f730b67dba89d282576ddd6f5b9b75069411be59408d841fcad42c912eb7af,79dc444b48299814462ff23a2bf3ab79,5600,91.1429,23.52,23
★20,ピアノ狂騒曲第壱番「滅宴」(KF7),3c6dbd481f7c61510e616492b95ba991b1c4779fb82d34085a4d7327c5ecd2e2,2b0fd2e97e6458239a9c66b6031defed,5544,95.3418,22.44,19
★20,モノリスの園[FRIDAY],8798e1e90b953369a342d1316ff66c4b158b88eea1512cd31f62296c6ab161db,09e33fbf26546d9ab4219ae828b03d67,4798,95.0188,22.26,19
★20,モリオンの姫 [yumether],9e1da70899b79b92b0abccddacc0ebec59baa97f4c3e6f43e04422d901af7ba0,a989801931b5e3172a2bd50401c10eec,6008,97.5241,21.62,15
★20,乙女ノススメ！ (EX),ec838bce1a25fd428bf910bd9a9aa36cd2b6aad8038fc58ceb1217f8b9775eae,ea7096cd8a20ad7c12c0802c898188cf,6526,96.9966,22.34,17
★20,弦月の猫 [EX],61d6a5d9a5012930299883b23601ca69d0d7044e0bb9b6ca2c1377c04f8506eb,18c6674e6ddf4e341d6ad6e6d9936365,8400,94.1518,21.69,20
★20,彼女の言い分 -ﾋﾟｺﾋﾟｺedit-[INFELNO],ad3090e6aee12bebfe3a82942320e6c8ca7d6624d54e156caccc4f9a972c7f2e,dcf3d946cbc402dec08871b115225c46,4744,93.9397,21.99,19
★20,恋の2-4-11(BMS Edit) -ケッコンカッコカリ-,024c339e5977168a8ab8f0f2812ecd52abe26bd971ebe764d0368d8c5980c8d8,0bcc907d2af998f13d304f8a50ce2e52,6848,96.8567,21.99,16
★20,水晶世界 ～Fracture～ [yumether],0d546db1bd7b0c0134702eb26933336b3a4bf3db3ef79c51c967c3fef343cd32,cd24fd54b865c744428da2513643dd8d,5192,98.8877,20.35,12
★20,煌舞姫ベアトリクス[INFERNO],055f2139a7c793f46c0a9a68e3e6fdd5771d8721ffbdb7b4714995e4617d99c0,97794d0cb7a2d192655a13cc803e1d16,5512,99.0793,21.11,12
★20,現実をカットアップしてみた[Realism],1093cff05f633293750047f86e1b7c27ec4b72b84aeb9509866262ae615d0bee,51e0a29d5c7fc9cdf5e5e8eee1ad1124,4604,99.1366,21.07,11
★20,硬核機動 -Assault X-,54a31a861d0f33cd9bc3a35e439d1a5500b37754e3dc001dac7f080a5e3b6786,603aae2c3681cc2562b9b53b50408c69,6000,95.45,22.65,18
★20,稲田姫様ご乱心 <bms edit> -Lunatic7-,502975f8680e0f86c89dba12096371c2debba341a009afc937bf7552aa9fa986,993b15d873cde2232c04b4f35a100e81,3760,95.1064,22.06,18
★20,英雄 ～氷の妖精のお話～[INFELNO],0d81813ef430d64f115e89a3c47ae06dce32e1af188ca0df51ad6dd79208a5d0,60efbab48e249a45525255e1a996ee2e,7334,97.2559,21.65,15
★20,銀の風,a5b76e0367f8cd0ef40de107933f698b77c70f6aafd82f233466209788ca59b1,63cad21224b1c23518f1f915bf4bebac,5024,98.3082,21.47,15
★20,ＤＱⅢ Battle -Another-,cdcb8c94df3d679d70ce94bae51fa03b34ea42c29ce12213fc5591d94b88af4a,bb039ac3a3d097d69569f44e0ac80b09,3578,92.5727,21.53,21
★21,44river [nox],f2fa55db751b34afe4b79ee932caad74c6ed86fc5650b575677894b7b649c536,5b5b2a56526393ae893e4092068aa1cd,6186,93.4853,22.22,20
★21,Artificial Rose[INFERNO],92f79d98d1b66c52f6b4a9797ab0a77a8f5e623f99ea6b7cc7ed12cd7dfb53cc,777a5ba64247c1cceb02555eb268164d,6562,96.5331,22.14,17
★21,Ascension to Heaven -maniaxi-,9248cfae74996471e839ad2be6d2cc47a5afdb3c7d037f8c45d48a7c2b4dd07d,a8d67366d1e603ff3000af761aef0e53,5918,93.8577,23.51,21
★21,Baby Baby Frenzy,f25742c36068174c914f9357be8a7bcb354c1b3fdd4190ff1cca4b61da4ffce7,3e46b0da59eeb0fd8eedc269a59f07fd,4698,94.221,22.62,20
★21,CHMR -Automata-,b9e21b7e3e5e339eac6eafe9df77546b0b3849459f74418a0e57698286fb83ea,451ed38cdba0323388027129f5929645,4200,95.7798,22.7,18
★21,exists Uniquely [GOD],353e3712a702d34984aaf27ed5c868740d0bf035c68ef32d868c978db5e04edf,7a8b1a11f82d2d97b45f794812369610,7552,96.0308,22.66,17
★21,GaRaKuTic Dream (garbage),084ce0122b9ee78cf4d3515f2e95795796a44bab2800a0f86ffc088ac1381d51,323e391cb09c023da7fe439d12bc6def,4514,96.8265,23.25,17
★21,iterated [INFINITE],20a14c1033d07561d69dcd41c7bd1f4e7e277f83c67f887ce1c7641c7adb1e48,95ca00d705648b926d406e39e87c887d,5154,96.8908,22.12,16
★21,Lasting Dream(KOOKY),8b71ff441b687123608d61be9a4db7a214626e4126fbba8754aab235116b94ad,e635f2ae6b96e9879e99d0600709f985,5352,92.0357,24.08,22
★21,lest(FUNERAL),e0fd31e9e71910c177af486e89bc9f8a474738429af32556939728f2f6bd3eea,be493bdcc5cf1d67fffd42d58902d933,4296,91.2127,23.83,23
★21,Little Wizard -imaginary satellite-,dbe5a375d22bc41a37e27ba69489b9c7aef2a8423131ab2b1e65643556e7e0ff,6907561b925f74064b723122bda63fe5,5104,95.7779,23.01,19
★21,Love & Justice [EXTREME],8f24174ad9f706fa81ddb2b997c5416d54b18de1c2adda5b3bf9d66dfa84bc76,e6be97eebfbde50085d4d3b8509b63aa,5292,95.4601,23.17,19
★21,Lucifuge Rofocale (^ω^),b270c36e279fc2f0346c728a7c4e3bdd6099ffcf91fa1068352f314f6d6eac19,cdc252edc57cdb4018dbeb46fda6a3c3,5214,91.7961,23.96,22
★21,MooN -SP NIGHTMARE-,62f0c9a2ce4fb3f704dae92e98a9ddf132482e4bc3ec44e0b6c62b7a7e20a816,ec056512be0b6770e4ec0ebc8744ef3a,5270,92.3814,23.57,21
★21,Moon-gate[DELAYMASTER],51437246e4498b62a3db1fa1525620a75fce87b225e7afab8c203c96d520a09c,6dacc90521213fc1c7d5de2112ae1f1e,5256,91.6429,22.15,22
★21,new earth [terra nova],ec25910e42be67f50809103cacb4126386fc3c549a27b47065f088bf0941de04,45b002bfe981461be80d75b45df9446f,4994,96.4657,22.47,17
★21,Plastic Mind -狂気の人形師-,b9714f81928cc9dcbd0a43a283b7a7560b9ba18bf54610509f90ff8f6a5c7742,59b0d1d9d39b615bb7b3b877d0b093bc,5640,96.1082,22.25,17
★21,res extensa [Monsther],f5802bd30157ba9009ee2fc8b6556ab329f42a2129f68bc201050b198ddd5899,0d1128a834e2aeb4dc0b31fa9d2dbbc2,6738,92.7167,24.04,21
★21,Revenger [(^^)EXTRA],600f8ded0462808288ac8cefc2a9d8da4fce46242a17f47a8e6d07280df74ff5,ba9d6967e0c9d9bbe30f6e8beabfc4f2,3600,91.7847,24.73,22
★21,Say A Vengeance [INFERNO],1a5b7aa9353963e4bc8507ff706dfdea095d3b8106f923fadf4da039cd952e3a,0a5f66290ea8306923a9d49ebb113dc9,5694,97.5984,21.74,15
★21,Singing of Night birds [HEAVEN],1c5d681d6166f01f5396c8627a5cc2049ebca0ddec535270e510aac0ce87e6a6,b47abfd03ddffcd78a1943d2c400ef1a,6486,95.5288,22.43,18
★21,Skull & Witch [黒色破壊光線],c340b0f72dd85e0ab32e09061d92a6e5a318507d55aeaeadf6127e688f0769f4,246fb64792ed33f8c9b6b35587cecbb5,4688,94.3259,23.15,20
★21,SunnyShinyRing -For Expert-,db72d605066c5b9c8bf4a918d0b4c43737ac52616981ae6e66b8b43d95fa0d58,c3a22c5b77f1b692b3ec6b5c04c9fe51,4810,95.0364,22.52,19
★21,Synthesized Fortress-伝説から神話へ-,59e0aea77fc82d389e0cae1623cd9fb478e69d8be2dd2177ac061eda87994459,29894cf918d9568d4431b263d241e58c,6228,91.486,23.66,22
★21,The Lady Is A Trump[ANOTHER+],2c0dc8fe40ed9ce87ac26dac771aeb61c52dc2f3e8fd77315313d0a37cfb20c8,807c26e54c4ed6f2f3f6dc439f159ca5,5202,91.9069,23.92,22
★21,unquenchable,72507d4eed190861ade912b9783bfe8d48396186db2029047d399edde16917e6,40e62c68ee044e28cbea6805a88bb760,3856,94.8003,22.38,20
★21,witchcraft -Ultima-,839ea4955f46117db6da381869d8ecb9af7dc9b30c3999c914ad08901f32f19c,ab91b5085d9ba78312fd40802ab52534,4260,98.9965,22.09,12
★21,ZENITHALIZE [i],83d2fab2d8e43cf3b57d05a7b2e4076197d18c49c010544570067828e3dde25e,20298a905f69c2fe692b70be94a4d633,5600,91.0223,24.19,23
★21,ZEUS,36568f1f54cdf6311fb30fc3f40f0cab39070ad9f6db9ca566edb5ecf51e45af,4e1d973c0bef2313bde3547c30c93df6,4000,92.4313,22.36,21
★21,あめふりこねこ [29Another],5432f2261270e3bdeef834c06452f079e880a89fac07be07c05c52563e74ca35,6aa7a93d4f578ba072151d4110c815fb,4718,94.1236,22.12,20
★21,わがままプリンセス [DX],7bd925e7674ba9395bc6e126f09ff538bf62661741202952c033a170afb0cac9,26c296c5b9d2f13f6fdc92263572e05c,7108,95.9061,23.21,17
★21,カラフル・サウンズ・カッター (EX),8cc003b6f9137442d941d9fdad8c9c6a5c01e2938ea1b5a458f8528784651b84,e27f3374832a4df86582520183342245,6666,98.8524,21.84,14
★21,トココ21 [funny],00ac147d2ad720b50087e9480708c62240e2816d74bcdcf6ec22dbe7d413f2c6,9092b66c055e1a5feef481899991095b,5886,92.1212,22.78,21
★21,失望Choco (・ω・),a78ac977669071cef420499df66f715b0fb69b149d3d61d25e0c8176bbbd60b4,ff82e0003d07d1933f7a12c87c84218f,5220,95.0527,22.6,19
★21,永劫の沙漏 -Permanent+-,b5598f852672ddc9c52f0cf8830ff577b16f1275565f0823ad502b6b8115788b,bda8cb9c0bc624fb90082b30332ec2f4,5226,91.4323,23.74,22
★21,絶対的共依存-Codependence-,0eb5ed152c820287df1f6f601421b8239f44b887000bb3070a2d7ea77a9fd846,3cc376adecd0e196a34a12eb39311146,4902,95.6956,22.63,18
★21,蓄積×フラストレーション [縦連×オブストラクション],f1b7c062e4a426a981aa65f6b311af176ec07eb352cb76673357062e077d67cc,086ded9e6392b06dee9cb33c7fd45b92,5224,94.9655,21.97,19
★22,175bpm,35568bc79a9984f1002dc7caf94267de4203f9bf8f49d716b15b6cefb74198ba,064970e4288f662f8d7e03fc938b9a85,3932,90.4438,23.7,23
★22,3.14 (TT mix) [yumether],70d191d70a1f963f6b5e3b4cf9a45c67a3d05ac31c7d7678834c615e85fa19d4,1e049d189ef9bef79824f55764517a58,4560,91.0746,24.3,23
★22,Altale [Mirage],070a72804c27bc8a2845dfba3d1721e342651ce95bd76a5a9cdff509c83f4782,e58e3f718d089ec37caa0f2c7149a54b,5144,93.1522,23.77,21
★22,Apollo -Mare Tranquillitatis-,924812f07a7f6b108ded60d3abecc09445deb6a21e51aa3e517132cea4e9f1ae,92892e7a9f81773b4bf25b8db1c98cac,6056,93.4363,23.43,21
★22,At the edge of dreams(KEN),3c55656388c24d070aaf3e64377f384ab8d20bb469b3bde7b792a74a05c313d5,64915f642f875632b92eb1045c8987c9,6304,93.4407,24.13,21
★22,Black Lotus [PING],268a4f8a25307ef54bbf9462be2c9200663ecfd880509327731bace26fb79e08,e862d41db4532275e322327fed6909cc,5424,92.0953,24.23,21
★22,Cynic(THE another),a861c81560d5081ac722f3b90a380cf8e6b40fcfc513676a4750e07f2c85facb,c67ba013af164f2cdec7c8c98c90d8f5,5236,90.5605,24.76,23
★22,dreamin' -happycore version -[INFERNO],e7a2c194e855068ebf78af149e01c46116d16721799c313b91600793650a4997,960d994d0f433ba8c1806f6cb442b9ea,5296,95.3267,23.32,21
★22,Grayed Out -Antifront- [stLOng],eab42b5eb97d3058d84da74ee3fe2a8b248b8c2646c267a3a0464ac5f4885084,09bb3f38c7bb3c598ba630564c8489b8,5400,90.6065,24.27,23
★22,Happico Happico -mundanity-,7281148bc04c26ac407302d748ec8219c3e240e0d03d7bf234ac50e1a49b9744,d23a2e7dcf07ed2742477f09e50e1bf3,5034,96.2505,23.2,19
★22,Hay FEVER [G],5756c6972cddb321559331afe509afa238338095eeff4718b5b65e9ce19c1063,b64501551556f35f11e263f70fe65d05,5906,92.6007,24.14,21
★22,kyrka [MEISTER],e7cb5e21e48952721e1a246231a087aaae1c62eac90ff6dd27059f12db2ca0ea,3594edfdcfa5202a6bb15c85fa371640,3012,95.6507,23.63,19
★22,"Little ""Sister"" Bitch",42d19c30dec6b08acc35f8076465f1cdefa4588fed3b845a06b9236660940f79,30a5cc8b0bfdc784f19fa42155917b6c,5748,92.3104,24.52,22
★22,myste`re -LAST BOSS-,19ef2e1c75451d3c8afdb8c152961de94f945300061b8a2857570f2f70071987,0183b55c5829e698fdaff5ba2f2b97f0,5526,96.4169,22.61,17
★22,RAY,6d4684bb2bb1afdbe72e373a454c5f87f2114401b75519157d33bc84a385fe86,593a7ffe30aed80cb793a11ae714716d,3230,95.8901,23.69,19
★22,Tears of the Sunrise [No Future],abbb3d599e924125f51e283075013578cb2cf525b4e2f4bafd940a6e8e2f84cf,935a9f5c0d161cacc27133d3270397f1,5814,93.9629,23.2,21
★22,The Lamia 170 [INFELNO],a2221ede4a81c2e796b7bc784e63a333d16a922c5e33d0b871fb09a9a5b4ca13,c6c3021134801b842f588108192e3fd9,5256,93.4313,23.82,21
★22,theme of Maia [29Another],5b0e330c9a04d9559a931971781a3f8908fe22d86d4274541cb8201068b0dda7,2ce093dffc92f27e00055b5143ceb319,4684,94.636,23.52,21
★22,Tuk Tuk Boshi -LAST BOSS-,f245fb917f87dede66abc122e0945e9196b96ab254d849e166cf0793c43b984c,14e242272c33a1774bf12a70571bb94a,4848,96.8647,23.72,17
★22,Ultimate Weapon[βφ],8bf4f1d43dc4fd6df4b26cc6e52a03ee85ebe350800854be593e2f0064944ca2,7ae4a901d2c8f438bb1673ad4cadc576,6000,93.9083,24.03,21
